timestamp,gpu_temp,gpu_util,power,ram,decision,yolo_run,bert_run
14:50:42,41.656,5.0,6.491,5651,SKIP_YOLO,0,1
14:50:44,41.812,46.0,7.809,5660,SKIP_YOLO,0,1
14:50:46,42.062,0.0,7.246,5740,SKIP_YOLO,0,1
14:50:48,41.875,46.0,7.165,5744,SKIP_YOLO,0,1
14:50:53,41.812,0.0,6.854,5790,DELAY_BERT,1,0
14:50:59,41.781,0.0,6.37,5790,DELAY_BERT,1,0
14:51:01,41.687,0.0,6.451,5761,SKIP_YOLO,0,1
14:51:03,41.687,0.0,6.572,5761,SKIP_YOLO,0,1
14:51:05,41.343,0.0,6.37,5761,SKIP_YOLO,0,1
14:51:07,41.593,46.0,6.491,5761,SKIP_YOLO,0,1
